The original source of this data is from the Bank for International Settlements
https://data.bis.org/topics/CBPOL/data?ref=bambooweekly.com&filter=FREQ%3DM%255ETIMESPAN%3D2000-01-01_2025-11-03

TIME_PERIOD:Period,AR:Argentina,AU:Australia,BR:Brazil,CA:Canada,CH:Switzerland,CL:Chile,CN:China,CO:Colombia,CZ:Czechia,DK:Denmark,GB:United Kingdom,GR:Greece,HK:Hong Kong SAR,HR:Croatia,HU:Hungary,ID:Indonesia,IL:Israel,IN:India,IS:Iceland,JP:Japan,KR:Korea,KW:Kuwait,MA:Morocco,MK:North Macedonia,MX:Mexico,MY:Malaysia,NO:Norway,NZ:New Zealand,PE:Peru,PH:Philippines,PL:Poland,RO:Romania,RS:Serbia,RU:Russia,SA:Saudi Arabia,SE:Sweden,TH:Thailand,TR:Türkiye,US:United States,XM:Euro area,ZA:South Africa
2014-11-30,26.8599,2.5,11.25,1.0,0.125,3.0,5.6,4.5,0.05,-0.05,0.5,,0.5,0.4,2.1,7.5,0.25,8.0,5.0,,2.0,2.0,2.75,3.25,3.0,3.25,1.5,3.5,3.5,4.0,2.0,2.75,8.0,9.5,2.0,0.0,2.0,8.25,0.125,0.05,5.75
2014-12-31,26.8599,2.5,11.75,1.0,-0.25,3.0,5.6,4.5,0.05,-0.05,0.5,,0.5,0.29,2.1,7.75,0.25,8.0,4.5,,2.0,2.0,2.5,3.25,3.0,3.25,1.25,3.5,3.5,4.0,2.0,2.75,8.0,17.0,2.0,0.0,2.0,8.25,0.125,0.05,5.75
2015-01-31,26.56,2.5,12.25,0.75,-0.75,3.0,5.6,4.5,0.05,-0.5,0.5,,0.5,0.4,2.1,7.75,0.25,7.75,4.5,,2.0,2.0,2.5,3.25,3.0,3.25,1.25,3.5,3.25,4.0,2.0,2.5,8.0,17.0,2.0,0.0,2.0,7.75,0.125,0.05,5.75
2015-02-28,26.3301,2.25,12.25,0.75,-0.75,3.0,5.6,4.5,0.05,-0.75,0.5,,0.5,0.27,2.1,7.5,0.1,7.75,4.5,,2.0,2.0,2.5,3.25,3.0,3.25,1.25,3.5,3.25,4.0,2.0,2.25,8.0,15.0,2.0,-0.1,2.0,7.5,0.125,0.05,5.75
2015-03-31,26.2199,2.25,12.75,0.75,-0.75,3.0,5.35,4.5,0.05,-0.75,0.5,,0.5,0.8,1.95,7.5,0.1,7.5,4.5,,1.75,2.0,2.5,3.25,3.0,3.25,1.25,3.5,3.25,4.0,1.5,2.25,7.5,14.0,2.0,-0.25,1.75,7.5,0.125,0.05,5.75
2015-04-30,25.9701,2.25,13.25,0.75,-0.75,3.0,5.35,4.5,0.05,-0.75,0.5,,0.5,0.13,1.8,7.5,0.1,7.5,4.5,,1.75,2.0,2.5,3.25,3.0,3.25,1.25,3.5,3.25,4.0,1.5,2.0,7.0,14.0,2.0,-0.25,1.5,7.5,0.125,0.05,5.75
2015-05-31,26.0401,2.0,13.25,0.75,-0.75,3.0,5.1,4.5,0.05,-0.75,0.5,,0.5,0.14,1.65,7.5,0.1,7.5,4.5,,1.75,2.0,2.5,3.25,3.0,3.25,1.25,3.5,3.25,4.0,1.5,1.75,6.5,12.5,2.0,-0.25,1.5,7.5,0.125,0.05,5.75
2015-06-30,26.0401,2.0,13.75,0.75,-0.75,3.0,4.85,4.5,0.05,-0.75,0.5,,0.5,0.25,1.5,7.5,0.1,7.25,5.0,,1.5,2.0,2.5,3.25,3.0,3.25,1.0,3.25,3.25,4.0,1.5,1.75,6.0,11.5,2.0,-0.25,1.5,7.5,0.125,0.05,5.75
2015-07-31,25.9237,2.0,14.25,0.5,-0.75,3.0,4.85,4.5,0.05,-0.75,0.5,,0.5,0.46,1.35,7.5,0.1,7.25,5.0,,1.5,2.0,2.5,3.25,3.0,3.25,1.0,3.0,3.25,4.0,1.5,1.75,6.0,11.5,2.0,-0.35,1.5,7.5,0.125,0.05,6.0
2015-08-31,25.8188,2.0,14.25,0.5,-0.75,3.0,4.6,4.5,0.05,-0.75,0.5,,0.5,0.56,1.35,7.5,0.1,7.25,5.5,,1.5,2.0,2.5,3.25,3.0,3.25,1.0,3.0,3.25,4.0,1.5,1.75,5.5,11.0,2.0,-0.35,1.5,7.5,0.125,0.05,6.0
2015-09-30,26.0367,2.0,14.25,0.5,-0.75,3.0,4.6,4.75,0.05,-0.75,0.5,,0.5,0.81,1.35,7.5,0.1,6.75,5.5,,1.5,2.0,2.5,3.25,3.0,3.25,0.75,2.75,3.5,4.0,1.5,1.75,5.0,11.0,2.0,-0.35,1.5,7.5,0.125,0.05,6.0
2015-10-31,28.9307,2.0,14.25,0.5,-0.75,3.25,4.35,4.75,0.05,-0.75,0.5,,0.5,0.63,1.35,7.5,0.1,6.75,5.5,,1.5,2.0,2.5,3.25,3.0,3.25,0.75,2.75,3.5,4.0,1.5,1.75,4.5,11.0,2.0,-0.35,1.5,7.5,0.125,0.05,6.0
2015-11-30,29.0366,2.0,14.25,0.5,-0.75,3.25,4.35,5.5,0.05,-0.75,0.5,,0.5,0.7,1.35,7.5,0.1,6.75,5.75,,1.5,2.0,2.5,3.25,3.0,3.25,0.75,2.75,3.5,4.0,1.5,1.75,4.5,11.0,2.0,-0.35,1.5,7.5,0.125,0.05,6.25
2015-12-31,33.0009,2.0,14.25,0.5,-0.75,3.5,4.35,5.75,0.05,-0.75,0.5,,0.75,0.38,1.35,7.5,0.1,6.75,5.75,,1.5,2.25,2.5,3.25,3.25,3.25,0.75,2.5,3.75,4.0,1.5,1.75,4.5,11.0,2.0,-0.35,1.5,7.5,0.375,0.05,6.25
2016-01-31,30.7503,2.0,14.25,0.5,-0.75,3.5,4.35,5.75,0.05,-0.65,0.5,,0.75,0.58,1.35,7.25,0.1,6.75,5.75,,1.5,2.25,2.5,3.25,3.25,3.25,0.75,2.5,4.0,4.0,1.5,1.75,4.5,11.0,2.0,-0.35,1.5,7.5,0.375,0.05,6.75
2016-02-29,31.1461,2.0,14.25,0.5,-0.75,3.5,4.35,6.25,0.05,-0.65,0.5,,0.75,0.5,1.35,7.0,0.1,6.75,5.75,,1.5,2.25,2.5,3.25,3.75,3.25,0.75,2.5,4.25,4.0,1.5,1.75,4.25,11.0,2.0,-0.5,1.5,7.5,0.375,0.05,6.75
2016-03-31,38.0008,2.0,14.25,0.5,-0.75,3.5,4.35,6.5,0.05,-0.65,0.5,,0.75,0.5,1.2,6.75,0.1,6.75,5.75,,1.5,2.25,2.25,3.25,3.75,3.25,0.5,2.25,4.25,4.0,1.5,1.75,4.25,11.0,2.0,-0.5,1.5,7.5,0.375,0.0,7.0
2016-04-30,37.9997,2.0,14.25,0.5,-0.75,3.5,4.35,6.5,0.05,-0.65,0.5,,0.75,0.3,1.05,6.75,0.1,6.5,5.75,,1.5,2.25,2.25,3.25,3.75,3.25,0.5,2.25,4.25,4.0,1.5,1.75,4.25,11.0,2.0,-0.5,1.5,7.5,0.375,0.0,7.0
2016-05-31,35.2503,1.75,14.25,0.5,-0.75,3.5,4.35,7.25,0.05,-0.65,0.5,,0.75,0.0,0.9,6.75,0.1,6.5,5.75,,1.5,2.25,2.25,4.0,3.75,3.25,0.5,2.25,4.25,4.0,1.5,1.75,4.25,11.0,2.0,-0.5,1.5,7.5,0.375,0.0,7.0
2016-06-30,30.7503,1.75,14.25,0.5,-0.75,3.5,4.35,7.5,0.05,-0.65,0.5,,0.75,0.0,0.9,6.5,0.1,6.5,5.75,,1.25,2.25,2.25,4.0,4.25,3.25,0.5,2.25,4.25,3.0,1.5,1.75,4.25,10.5,2.0,-0.5,1.5,7.5,0.375,0.0,7.0
2016-07-31,30.2498,1.75,14.25,0.5,-0.75,3.5,4.35,7.5,0.05,-0.65,0.5,,0.75,0.0,0.9,6.5,0.1,6.5,5.75,,1.25,2.25,2.25,4.0,4.25,3.0,0.5,2.25,4.25,3.0,1.5,1.75,4.0,10.5,2.0,-0.5,1.5,7.5,0.375,0.0,7.0
2016-08-31,28.2505,1.5,14.25,0.5,-0.75,3.5,4.35,7.75,0.05,-0.65,0.25,,0.75,0.2,0.9,5.25,0.1,6.5,5.25,,1.25,2.25,2.25,4.0,4.25,3.0,0.5,2.0,4.25,3.0,1.5,1.75,4.0,10.5,2.0,-0.5,1.5,7.5,0.375,0.0,7.0
2016-09-30,26.7498,1.5,14.25,0.5,-0.75,3.5,4.35,7.75,0.05,-0.65,0.25,,0.75,0.52,0.9,5.0,0.1,6.5,5.25,-0.1,1.25,2.25,2.25,4.0,4.75,3.0,0.5,2.0,4.25,3.0,1.5,1.75,4.0,10.0,2.0,-0.5,1.5,7.5,0.375,0.0,7.0
2016-10-31,26.7498,1.5,14.0,0.5,-0.75,3.5,4.35,7.75,0.05,-0.65,0.25,,0.75,0.58,0.9,4.75,0.1,6.25,5.25,-0.1,1.25,2.25,2.25,4.0,4.75,3.0,0.5,2.0,4.25,3.0,1.5,1.75,4.0,10.0,2.0,-0.5,1.5,7.5,0.375,0.0,7.0
2016-11-30,24.7503,1.5,14.0,0.5,-0.75,3.5,4.35,7.75,0.05,-0.65,0.25,,0.75,0.3,0.9,4.75,0.1,6.25,5.25,-0.1,1.25,2.25,2.25,4.0,5.25,3.0,0.5,1.75,4.25,3.0,1.5,1.75,4.0,10.0,2.0,-0.5,1.5,8.0,0.375,0.0,7.0
2016-12-31,24.7503,1.5,13.75,0.5,-0.75,3.5,4.35,7.5,0.05,-0.65,0.25,,1.0,0.08,0.9,4.75,0.1,6.25,5.0,-0.1,1.25,2.5,2.25,3.75,5.75,3.0,0.5,1.75,4.25,3.0,1.5,1.75,4.0,10.0,2.0,-0.5,1.5,8.0,0.625,0.0,7.0
2017-01-31,24.75,1.5,13.0,0.5,-0.75,3.25,4.35,7.5,0.05,-0.65,0.25,,1.0,0.0,0.9,4.75,0.1,6.25,5.0,-0.1,1.25,2.5,2.25,3.5,5.75,3.0,0.5,1.75,4.25,3.0,1.5,1.75,4.0,10.0,2.0,-0.5,1.5,8.0,0.625,0.0,7.0
2017-02-28,24.75,1.5,12.25,0.5,-0.75,3.25,4.35,7.25,0.05,-0.65,0.25,,1.0,0.0,0.9,4.75,0.1,6.25,5.0,-0.1,1.25,2.5,2.25,3.25,6.25,3.0,0.5,1.75,4.25,3.0,1.5,1.75,4.0,10.0,2.0,-0.5,1.5,8.0,0.625,0.0,7.0
2017-03-31,24.75,1.5,12.25,0.5,-0.75,3.0,4.35,7.0,0.05,-0.65,0.25,,1.25,0.0,0.9,4.75,0.1,6.25,5.0,-0.1,1.25,2.75,2.25,3.25,6.5,3.0,0.5,1.75,4.25,3.0,1.5,1.75,4.0,9.75,2.0,-0.5,1.5,8.0,0.875,0.0,7.0
2017-04-30,26.25,1.5,11.25,0.5,-0.75,2.75,4.35,7.0,0.05,-0.65,0.25,,1.25,0.06,0.9,4.75,0.1,6.25,5.0,-0.1,1.25,2.75,2.25,3.25,6.5,3.0,0.5,1.75,4.25,3.0,1.5,1.75,4.0,9.75,2.0,-0.5,1.5,8.0,0.875,0.0,7.0
2017-05-31,26.25,1.5,11.25,0.5,-0.75,2.5,4.35,6.25,0.05,-0.65,0.25,,1.25,0.4,0.9,4.75,0.1,6.25,4.75,-0.1,1.25,2.75,2.25,3.25,6.75,3.0,0.5,1.75,4.0,3.0,1.5,1.75,4.0,9.25,2.0,-0.5,1.5,8.0,0.875,0.0,7.0
2017-06-30,26.25,1.5,10.25,0.5,-0.75,2.5,4.35,6.25,0.05,-0.65,0.25,,1.5,0.39,0.9,4.75,0.1,6.25,4.5,-0.1,1.25,2.75,2.25,3.25,7.0,3.0,0.5,1.75,4.0,3.0,1.5,1.75,4.0,9.0,2.0,-0.5,1.5,8.0,1.125,0.0,7.0
2017-07-31,26.25,1.5,9.25,0.75,-0.75,2.5,4.35,5.5,0.05,-0.65,0.25,,1.5,,0.9,4.75,0.1,6.25,4.5,-0.1,1.25,2.75,2.25,3.25,7.0,3.0,0.5,1.75,3.75,3.0,1.5,1.75,4.0,9.0,2.0,-0.5,1.5,8.0,1.125,0.0,6.75
2017-08-31,26.25,1.5,9.25,0.75,-0.75,2.5,4.35,5.5,0.25,-0.65,0.25,,1.5,,0.9,4.5,0.1,6.0,4.5,-0.1,1.25,2.75,2.25,3.25,7.0,3.0,0.5,1.75,3.75,3.0,1.5,1.75,4.0,9.0,2.0,-0.5,1.5,8.0,1.125,0.0,6.75
2017-09-30,26.25,1.5,8.25,1.0,-0.75,2.5,4.35,5.25,0.25,-0.65,0.25,,1.5,0.5,0.9,4.25,0.1,6.0,4.5,-0.1,1.25,2.75,2.25,3.25,7.0,3.0,0.5,1.75,3.5,3.0,1.5,1.75,3.75,8.5,2.0,-0.5,1.5,8.0,1.125,0.0,6.75
2017-10-31,27.75,1.5,7.5,1.0,-0.75,2.5,4.35,5.0,0.25,-0.65,0.25,,1.5,0.1,0.9,4.25,0.1,6.0,4.25,-0.1,1.25,2.75,2.25,3.25,7.0,3.0,0.5,1.75,3.5,3.0,1.5,1.75,3.5,8.25,2.0,-0.5,1.5,8.0,1.125,0.0,6.75
2017-11-30,28.75,1.5,7.5,1.0,-0.75,2.5,4.35,4.75,0.5,-0.65,0.5,,1.5,0.1,0.9,4.25,0.1,6.0,4.25,-0.1,1.5,2.75,2.25,3.25,7.0,3.0,0.5,1.75,3.25,3.0,1.5,1.75,3.5,8.25,2.0,-0.5,1.5,8.0,1.125,0.0,6.75
2017-12-31,28.75,1.5,7.0,1.0,-0.75,2.5,4.35,4.75,0.5,-0.65,0.5,,1.75,0.1,0.9,4.25,0.1,6.0,4.25,-0.1,1.5,2.75,2.25,3.25,7.25,3.0,0.5,1.75,3.25,3.0,1.5,1.75,3.5,7.75,2.0,-0.5,1.5,8.0,1.375,0.0,6.75
2018-01-31,27.25,1.5,7.0,1.25,-0.75,2.5,4.35,4.5,0.5,-0.65,0.5,,1.75,0.1,0.9,4.25,0.1,6.0,4.25,-0.1,1.5,2.75,2.25,3.25,7.25,3.25,0.5,1.75,3.0,3.0,1.5,2.0,3.5,7.75,2.0,-0.5,1.5,8.0,1.375,0.0,6.75
2018-02-28,27.25,1.5,6.75,1.25,-0.75,2.5,4.35,4.5,0.75,-0.65,0.5,,1.75,0.1,0.9,4.25,0.1,6.0,4.25,-0.1,1.5,2.75,2.25,3.25,7.5,3.25,0.5,1.75,3.0,3.0,1.5,2.25,3.5,7.5,2.0,-0.5,1.5,8.0,1.375,0.0,6.75
2018-03-31,27.25,1.5,6.5,1.25,-0.75,2.5,4.35,4.5,0.75,-0.65,0.5,,2.0,,0.9,4.25,0.1,6.0,4.25,-0.1,1.5,3.0,2.25,3.0,7.5,3.25,0.5,1.75,2.75,3.0,1.5,2.25,3.25,7.25,2.25,-0.5,1.5,8.0,1.625,0.0,6.5
2018-04-30,30.25,1.5,6.5,1.25,-0.75,2.5,4.35,4.25,0.75,-0.65,0.5,,2.0,0.25,0.9,4.25,0.1,6.0,4.25,-0.1,1.5,3.0,2.25,3.0,7.5,3.25,0.5,1.75,2.75,3.0,1.5,2.25,3.0,7.25,2.25,-0.5,1.5,8.0,1.625,0.0,6.5
2018-05-31,40.0,1.5,6.5,1.25,-0.75,2.5,4.35,4.25,0.75,-0.65,0.5,,2.0,,0.9,4.75,0.1,6.0,4.25,-0.1,1.5,3.0,2.25,3.0,7.5,3.25,0.5,1.75,2.75,3.25,1.5,2.5,3.0,7.25,2.25,-0.5,1.5,8.0,1.625,0.0,6.5
2018-06-30,40.0,1.5,6.5,1.25,-0.75,2.5,4.35,4.25,1.0,-0.65,0.5,,2.25,,0.9,5.25,0.1,6.25,4.25,-0.1,1.5,3.0,2.25,3.0,7.75,3.25,0.5,1.75,2.75,3.5,1.5,2.5,3.0,7.25,2.5,-0.5,1.5,17.75,1.875,0.0,6.5
2018-07-31,40.0,1.5,6.5,1.5,-0.75,2.5,4.35,4.25,1.0,-0.65,0.5,,2.25,0.0,0.9,5.25,0.1,6.25,4.25,-0.1,1.5,3.0,2.25,3.0,7.75,3.25,0.5,1.75,2.75,3.5,1.5,2.5,3.0,7.25,2.5,-0.5,1.5,17.75,1.875,0.0,6.5
2018-08-31,60.0,1.5,6.5,1.5,-0.75,2.5,4.35,4.25,1.25,-0.65,0.75,,2.25,,0.9,5.5,0.1,6.5,4.25,-0.1,1.5,3.0,2.25,2.75,7.75,3.25,0.5,1.75,2.75,4.0,1.5,2.5,3.0,7.25,2.5,-0.5,1.5,17.75,1.875,0.0,6.5
2018-09-30,65.0,1.5,6.5,1.5,-0.75,2.5,4.35,4.25,1.5,-0.65,0.75,,2.5,,0.9,5.75,0.1,6.5,4.25,-0.1,1.5,3.0,2.25,2.75,7.75,3.25,0.75,1.75,2.75,4.5,1.5,2.5,3.0,7.5,2.75,-0.5,1.5,24.0,2.125,0.0,6.5
2018-10-31,68.048,1.5,6.5,1.75,-0.75,2.75,4.35,4.25,1.5,-0.65,0.75,,2.5,,0.9,5.75,0.1,6.5,4.25,-0.1,1.5,3.0,2.25,2.75,7.75,3.25,0.75,1.75,2.75,4.5,1.5,2.5,3.0,7.5,2.75,-0.5,1.5,24.0,2.125,0.0,6.5
2018-11-30,60.753,1.5,6.5,1.75,-0.75,2.75,4.35,4.25,1.75,-0.65,0.75,,2.5,,0.9,6.0,0.25,6.5,4.5,-0.1,1.75,3.0,2.25,2.75,8.0,3.25,0.75,1.75,2.75,4.75,1.5,2.5,3.0,7.5,2.75,-0.5,1.5,24.0,2.125,0.0,6.75
2018-12-31,59.252,1.5,6.5,1.75,-0.75,2.75,4.35,4.25,1.75,-0.65,0.75,,2.75,,0.9,6.0,0.25,6.5,4.5,-0.1,1.75,3.0,2.25,2.5,8.25,3.25,0.75,1.75,2.75,4.75,1.5,2.5,3.0,7.75,3.0,-0.5,1.75,24.0,2.375,0.0,6.75
2019-01-31,53.687,1.5,6.5,1.75,-0.75,3.0,4.35,4.25,1.75,-0.65,0.75,,2.75,,0.9,6.0,0.25,6.5,4.5,-0.1,1.75,3.0,2.25,2.5,8.25,3.25,0.75,1.75,2.75,4.75,1.5,2.5,3.0,7.75,3.0,-0.25,1.75,24.0,2.375,0.0,6.75
2019-02-28,50.127,1.5,6.5,1.75,-0.75,3.0,4.35,4.25,1.75,-0.65,0.75,,2.75,,0.9,6.0,0.25,6.25,4.5,-0.1,1.75,3.0,2.25,2.5,8.25,3.25,0.75,1.75,2.75,4.75,1.5,2.5,3.0,7.75,3.0,-0.25,1.75,24.0,2.375,0.0,6.75
2019-03-31,68.155,1.5,6.5,1.75,-0.75,3.0,4.35,4.25,1.75,-0.65,0.75,,2.75,,0.9,6.0,0.25,6.25,4.5,-0.1,1.75,3.0,2.25,2.25,8.25,3.25,1.0,1.75,2.75,4.75,1.5,2.5,3.0,7.75,3.0,-0.25,1.75,24.0,2.375,0.0,6.75
2019-04-30,73.93,1.5,6.5,1.75,-0.75,3.0,4.35,4.25,1.75,-0.65,0.75,,2.75,-0.4,0.9,6.0,0.25,6.0,4.5,-0.1,1.75,3.0,2.25,2.25,8.25,3.25,1.0,1.75,2.75,4.75,1.5,2.5,3.0,7.75,3.0,-0.25,1.75,24.0,2.375,0.0,6.75
2019-05-31,70.73,1.5,6.5,1.75,-0.75,3.0,4.35,4.25,2.0,-0.65,0.75,,2.75,0.3,0.9,6.0,0.25,6.0,4.0,-0.1,1.75,3.0,2.25,2.25,8.25,3.0,1.0,1.5,2.75,4.5,1.5,2.5,3.0,7.75,3.0,-0.25,1.75,24.0,2.375,0.0,6.75
2019-06-30,62.688,1.25,6.5,1.75,-0.75,2.5,4.35,4.25,2.0,-0.65,0.75,,2.75,,0.9,6.0,0.25,5.75,3.75,-0.1,1.75,3.0,2.25,2.25,8.25,3.0,1.25,1.5,2.75,4.5,1.5,2.5,3.0,7.5,3.0,-0.25,1.75,24.0,2.375,0.0,6.75
2019-07-31,60.396,1.0,6.5,1.75,-0.75,2.5,4.35,4.25,2.0,-0.65,0.75,,2.75,,0.9,5.75,0.25,5.75,3.75,-0.1,1.5,3.0,2.25,2.25,8.25,3.0,1.25,1.5,2.75,4.5,1.5,2.5,2.75,7.25,2.75,-0.25,1.75,19.75,2.375,0.0,6.5
2019-08-31,83.264,1.0,6.0,1.75,-0.75,2.5,4.25,4.25,2.0,-0.65,0.75,,2.5,,0.9,5.5,0.25,5.4,3.5,-0.1,1.5,3.0,2.25,2.25,8.0,3.0,1.25,1.0,2.5,4.25,1.5,2.5,2.5,7.25,2.75,-0.25,1.5,19.75,2.125,0.0,6.5
2019-09-30,78.372,1.0,5.5,1.75,-0.75,2.0,4.2,4.25,2.0,-0.75,0.75,,2.25,,0.9,5.25,0.25,5.4,3.5,-0.1,1.5,3.0,2.25,2.25,7.75,3.0,1.5,1.0,2.5,4.0,1.5,2.5,2.5,7.0,2.5,-0.25,1.5,16.5,1.875,0.0,6.5
2019-10-31,68.002,0.75,5.0,1.75,-0.75,1.75,4.2,4.25,2.0,-0.75,0.75,,2.0,,0.9,5.0,0.25,5.15,3.25,-0.1,1.25,2.75,2.25,2.25,7.75,3.0,1.5,1.0,2.5,4.0,1.5,2.5,2.5,6.5,2.25,-0.25,1.5,14.0,1.625,0.0,6.5
2019-11-30,63.002,0.75,5.0,1.75,-0.75,1.75,4.15,4.25,2.0,-0.75,0.75,,2.0,,0.9,5.0,0.25,5.15,3.0,-0.1,1.25,2.75,2.25,2.25,7.5,3.0,1.5,1.0,2.25,4.0,1.5,2.5,2.25,6.5,2.25,-0.25,1.25,14.0,1.625,0.0,6.5
2019-12-31,55.0,0.75,4.5,1.75,-0.75,1.75,4.15,4.25,2.0,-0.75,0.75,,2.49,,0.9,5.0,0.25,5.15,3.0,-0.1,1.25,2.75,2.25,2.25,7.25,3.0,1.5,1.0,2.25,4.0,1.5,2.5,2.25,6.25,2.25,-0.25,1.25,12.0,1.625,0.0,6.5
2020-01-31,50.0,0.75,4.5,1.75,-0.75,1.75,4.15,4.25,2.0,-0.75,0.75,,2.0,,0.9,5.0,0.25,5.15,3.0,-0.1,1.25,2.75,2.25,2.0,7.25,2.75,1.5,1.0,2.25,4.0,1.5,2.5,2.25,6.25,2.25,0.0,1.25,11.25,1.625,0.0,6.25
2020-02-29,40.0,0.75,4.25,1.75,-0.75,1.75,4.05,4.25,2.25,-0.75,0.75,,2.0,,0.9,4.75,0.25,5.15,2.75,-0.1,1.25,2.75,2.25,2.0,7.0,2.75,1.5,1.0,2.25,3.75,1.5,2.5,2.25,6.0,2.25,0.0,1.0,10.75,1.625,0.0,6.25
2020-03-31,38.0,0.25,3.75,0.25,-0.75,1.0,4.05,3.75,1.0,-0.6,0.1,,1.65,,0.9,4.5,0.25,4.4,1.75,-0.1,0.75,1.5,2.0,1.75,6.5,2.5,0.25,0.25,1.25,3.25,1.0,2.0,1.75,6.0,1.0,0.0,0.75,9.75,0.125,0.0,5.25
2020-04-30,38.0,0.25,3.75,0.25,-0.75,0.5,3.85,3.75,1.0,-0.6,0.1,,1.11,0.1,0.9,4.5,0.1,4.4,1.75,-0.1,0.75,1.5,2.0,1.75,6.0,2.5,0.25,0.25,0.25,2.75,0.5,2.0,1.5,5.5,1.0,0.0,0.75,8.75,0.125,0.0,4.25
2020-05-31,38.0,0.25,3.0,0.25,-0.75,0.5,3.85,3.25,0.25,-0.6,0.1,,0.62,,0.9,4.5,0.1,4.0,1.0,-0.1,0.5,1.5,2.0,1.5,5.5,2.0,0.0,0.25,0.25,2.75,0.1,2.0,1.5,5.5,1.0,0.0,0.5,8.25,0.125,0.0,3.75
2020-06-30,38.0,0.25,2.25,0.25,-0.75,0.5,3.85,2.75,0.25,-0.6,0.1,,0.5,,0.75,4.25,0.1,4.0,1.0,-0.1,0.5,1.5,1.5,1.5,5.0,2.0,0.0,0.25,0.25,2.25,0.1,1.75,1.25,4.5,1.0,0.0,0.5,8.25,0.125,0.0,3.75
2020-07-31,38.0,0.25,2.25,0.25,-0.75,0.5,3.85,2.5,0.25,-0.6,0.1,,0.5,,0.6,4.0,0.1,4.0,1.0,-0.1,0.5,1.5,1.5,1.5,5.0,1.75,0.0,0.25,0.25,2.25,0.1,1.75,1.25,4.25,1.0,0.0,0.5,8.25,0.125,0.0,3.5
2020-08-31,38.0,0.25,2.0,0.25,-0.75,0.5,3.85,2.25,0.25,-0.6,0.1,,0.5,,0.6,4.0,0.1,4.0,1.0,-0.1,0.5,1.5,1.5,1.5,4.5,1.75,0.0,0.25,0.25,2.25,0.1,1.5,1.25,4.25,1.0,0.0,0.5,8.25,0.125,0.0,3.5
2020-09-30,38.0,0.25,2.0,0.25,-0.75,0.5,3.85,1.75,0.25,-0.6,0.1,,0.5,,0.6,4.0,0.1,4.0,1.0,-0.1,0.5,1.5,1.5,1.5,4.25,1.75,0.0,0.25,0.25,2.25,0.1,1.5,1.25,4.25,1.0,0.0,0.5,10.25,0.125,0.0,3.5
2020-10-31,36.0,0.25,2.0,0.25,-0.75,0.5,3.85,1.75,0.25,-0.6,0.1,,0.5,,0.6,4.0,0.1,4.0,1.0,-0.1,0.5,1.5,1.5,1.5,4.25,1.75,0.0,0.25,0.25,2.25,0.1,1.5,1.25,4.25,1.0,0.0,0.5,10.25,0.125,0.0,3.5
2020-11-30,38.0,0.1,2.0,0.25,-0.75,0.5,3.85,1.75,0.25,-0.6,0.1,,0.5,,0.6,3.75,0.1,4.0,0.75,-0.1,0.5,1.5,1.5,1.5,4.25,1.75,0.0,0.25,0.25,2.0,0.1,1.5,1.25,4.25,1.0,0.0,0.5,15.0,0.125,0.0,3.5
2020-12-31,38.0,0.1,2.0,0.25,-0.75,0.5,3.85,1.75,0.25,-0.6,0.1,,0.5,,0.6,3.75,0.1,4.0,0.75,-0.1,0.5,1.5,1.5,1.5,4.25,1.75,0.0,0.25,0.25,2.0,0.1,1.5,1.0,4.25,1.0,0.0,0.5,17.0,0.125,0.0,3.5
2021-01-31,38.0,0.1,2.0,0.25,-0.75,0.5,3.85,1.75,0.25,-0.6,0.1,,0.5,,0.6,3.75,0.1,4.0,0.75,-0.1,0.5,1.5,1.5,1.5,4.25,1.75,0.0,0.25,0.25,2.0,0.1,1.25,1.0,4.25,1.0,0.0,0.5,17.0,0.125,0.0,3.5
2021-02-28,38.0,0.1,2.0,0.25,-0.75,0.5,3.85,1.75,0.25,-0.6,0.1,,0.5,,0.6,3.5,0.1,4.0,0.75,-0.1,0.5,1.5,1.5,1.5,4.0,1.75,0.0,0.25,0.25,2.0,0.1,1.25,1.0,4.25,1.0,0.0,0.5,17.0,0.125,0.0,3.5
2021-03-31,38.0,0.1,2.75,0.25,-0.75,0.5,3.85,1.75,0.25,-0.5,0.1,,0.5,,0.6,3.5,0.1,4.0,0.75,-0.1,0.5,1.5,1.5,1.25,4.0,1.75,0.0,0.25,0.25,2.0,0.1,1.25,1.0,4.5,1.0,0.0,0.5,19.0,0.125,0.0,3.5
2021-04-30,38.0,0.1,2.75,0.25,-0.75,0.5,3.85,1.75,0.25,-0.5,0.1,,0.5,,0.6,3.5,0.1,4.0,0.75,-0.1,0.5,1.5,1.5,1.25,4.0,1.75,0.0,0.25,0.25,2.0,0.1,1.25,1.0,5.0,1.0,0.0,0.5,19.0,0.125,0.0,3.5
2021-05-31,38.0,0.1,3.5,0.25,-0.75,0.5,3.85,1.75,0.25,-0.5,0.1,,0.5,,0.6,3.5,0.1,4.0,1.0,-0.1,0.5,1.5,1.5,1.25,4.0,1.75,0.0,0.25,0.25,2.0,0.1,1.25,1.0,5.0,1.0,0.0,0.5,19.0,0.125,0.0,3.5
2021-06-30,38.0,0.1,4.25,0.25,-0.75,0.5,3.85,1.75,0.5,-0.5,0.1,,0.5,,0.9,3.5,0.1,4.0,1.0,-0.1,0.5,1.5,1.5,1.25,4.25,1.75,0.0,0.25,0.25,2.0,0.1,1.25,1.0,5.5,1.0,0.0,0.5,19.0,0.125,0.0,3.5
